Tweet_ID	Tweet_Content	Awareness_Label	Related_Label	Self_Label
5227919214	my throat has that horrible half sore feeling like when you're getting sick. no flu!!	0.0	1.0	1.0
5234220406	the hosp. called elijah has the swine flu. omg now i&#39;m so scared	0.0		0.0
5231304213	@sarahshum ugh. i'm getting a flu shot (hopefully) in about half an hour. :( sorry yours is being ugly!	1.0	1.0	1.0
5986621813	so glad @blakewsmith won't be getting the pig flu this season...guess i am on my own	0.0		0.0
5908424206	is down with a cold. to be clear, i was already feeling sick before getting the h1n1 and seasonal flu shots.	1.0	1.0	1.0
5221219912	i get sick all the time. i didn't get a flu shot last year and i was more sick so i'm getting it this year.	1.0	1.0	1.0
5909190502	i hope this isn't the pig flu. two and half days in bed and still no real signs of truely getting better :(	0.0	1.0	1.0
5908210907	@indianadelae last time i felt like i was getting the flu, i felt bad for a day, then woke up fine the next.  hoping that happens again!!!	0.0	1.0	1.0
5234253313	@stephypbaybe how that sucks, how u dnt have the flu, its getting around fast right now. hope it goes well for u :)	0.0		0.0
5235366113	hopefully getting the seasonal flu shot today if it hasn't run out this time, then rehearsal with big east as the who for halloween.	1.0		1.0
5915242910	getting over the shortest bout of flu ever	0.0	1.0	1.0
5905662005	@chrispirillo bird flu i guess	0.0	1.0	0.0
5916059500	i have a cold and a fever and swine flu is getting a little too close to home for my liking.	0.0	1.0	1.0
5224193408	@stephenfry hope all went well last night and mark recovers from swine flu, dont worry it only lasts a weeeeeeeeek (piggy squeal)x	0.0	1.0	0.0
5232314908	sore throat and a runny nose... think i'm getting sick! this isn't supposed to happen when i get the flu shot!	0.0		1.0
4327686009	@drspectrum: i hope you're not getting the flu!  you need to get lots of rest tonight.	0.0		0.0
5894317109	getting my h1n1 vaccine today. no swine flu for me!	1.0		1.0
5986140306	@saracrow luck luck. i got mine friday.  my arm wasn't as sore as years past.  either i'm getting stronger or the flu is getting weaker.	1.0		1.0
5989718714	this flu season is a horrible. everyone is getting sick. makes you dislike winter that much more. winter is not fun when one has a cold.	0.0	1.0	0.0
5233273713	thank you everyone who responded to the poll! apparently, the majority is not planning on getting the h1n1 flu shot.	1.0		0.0
5924934513	apparently little kid and big little kid are getting the flu - again. just in time for us to be packing to move. good thing dh has week off	0.0		0.0
5923839812	just returned from the doctors. they clearly were thinking i had swine flu.. i actually have bronchitis.	1.0	1.0	0.0
5932814112	my stomach isn't feeling really good today and i'm gonna be busy at church later playing lasertag. i think i'm getting gastric flu. boos~ =(	0.0		1.0
5234183214	@jah423 i blame marissa lol. pple getting the flu after just being around her. aaron automatically got sick,juanita with her flu,me with my	0.0		0.0
4317760800	recovering from possible flu - i'm so behind the times, it was probably bird flu.	0.0	1.0	0.0
4317760800	recovering from possible flu - i'm so behind the times, it was probably bird flu.	0.0	1.0	1.0
5915722210	meanwhile, i sat home alone worried and still trying to recover from my bout with the flu. fml	0.0	1.0	1.0
5929960907	in bed with cramps :( coughing and sneezing im getting the flu for sure urghhh just my luck!!	0.0		1.0
5222389802	rt@cliffdoggydog getting the flu shot?...read this nice little review of the h1n1 vaccine first: http://bit.ly/2nmqyn	1.0	1.0	0.0
3872941402	jesus christ all the egm/1up people are getting swine flu d; worst day ever.	0.0	1.0	0.0
5214120105	@hozay88 i just got your text...i am just getting this stupid flu thingy going around...if i feel good...i will be there!!!	0.0		1.0
5221168513	i was just evaluated... next i will get the swine flu test! i'm scared. = /	1.0		1.0
5219649114	@perlmunger all the cool kids are getting swine flu, but according to the resident dr. mom i only have regular flu. missing all you nscoders	0.0	1.0	1.0
5889969204	rt @aleksandr_orlov: hello @ohaiidavid i worried about swine flu, i more worried about mongoose flu, symptoms are extreme stench	1.0		1.0
5876111301	discovered the newton library today while getting flu shots for sofie ... now back to the deck!	1.0	1.0	0.0
4618036005	i either ate some bad pork or i am getting the flu. tummy not feeling good.	0.0	1.0	1.0
5868534109	"@innermusic  hi hun, i missed you too, i spent 4 days of hell, with a horrible flu ""/ but now i'm getting better :)"	0.0		1.0
4135450908	i'm thinking i shouldn't have gotten a flu shot nor worked so many hours in the yard just before playing goal in tonight's soccer game......	1.0	1.0	1.0
5879017514	anthony has the flu. :( im a bit worried....	0.0		0.0
5209732306	got my flu shot. tomorrow getting the h1n1 shot!	1.0		1.0
5220739007	so for those who are worried about swine flu vaccine, i took mine today and feel no side effects at all. if i die i will send you a tweet.	1.0		0.0
5214407106	my mom (wkng @ flu clinic) is sending more info re:h1n1 vaccine tonite... we are leaning towards getting it.  feedback re: your decisions?	1.0		0.0
5219476705	getting my swine flu (h1n1 for you scientific folk) immunization tomorrow	1.0		1.0
4129708105	im getting over this stupid flu and doing hw ok where do u use equations in life and intergers and crap like i dont understand it	0.0	1.0	1.0
5868177200	rt @latinadivina @tomtinbender i'm getting the fl. it's bad, i'm going to austin for the concert.that means stay home.lol!	0.0		1.0
5877144408	i thought i was getting over this flu crap but i guess i was wrong now i feel worser than yesterday.....oh and i have to go to work this day	0.0	1.0	1.0
5879896806	think the swine flu is getting me back for the t-shirt i designed the other day: http://ow.ly/dtdx	0.0		1.0
5890535102	@clairebeeler she was getting off the potty and fell face first into the step stool!  it is crazy bad this morning, yikes!  & j has the flu!	0.0		0.0
5878195711	parents should not fear intranasal flu vaccine. http://ow.ly/dqt4	1.0	1.0	0.0
5882437101	@zameels i'm alright thanks ... getting rid of some flu ... off to berlin tomorrow to see rob ... have a great weekend ;-)	0.0		1.0
4136789004	okay, the movie i was at, so many people were coughing. i'm afraid i'm going to catch a flu, then i can't go to the frightdome in 2 weeks :(	1.0	1.0	1.0
5213545606	@graceyjones i've been hugging her most of the day!  motrin's just reducing fever, not getting rid of it.  and her ped was happy it's flu?	0.0	1.0	0.0
5870107406	@natasharadmehr  getting in early to wish you happy birthday for tomorrow and hope the burd flu is getting better! x	0.0	1.0	0.0
5209862211	@karaleigh09 you thinking swine? or the regular flu? just spend a day with me at work..im surrounded with sickness.	0.0		0.0
5209565814	@iamavalanche what up bro?  i just got diagnosed with the stomach flu so it's a wrap on getting up today.  i should be cool by the weekend.	0.0		1.0
5219671900	fuck this better not be pneumonia!! i'm just getting over the swine flu!! i hate you brandon!	0.0	1.0	1.0
5208690813	@theincendiary dude i'm getting sick too. it blows. and my friend who has the swine is only 12...that just ain't fair. kids shouldnt get flu	0.0	1.0	1.0
5213099212	the flu sucks...i recommend not getting it.	0.0	1.0	1.0
5219382113	i dont feel great, hope im not getting the flu.	0.0		1.0
5209815108	thinks he might be getting teh flu =.=	0.0		1.0
5875148800	i found a dead bird in my pool. should i through it away or call the police for the autopsy? avian flu? a h1n5?... anyone?	1.0		1.0
5865460102	word from chas dorman is lucic is headed south on a plane after getting over the flu (reason he was held back). http://bit.ly/2iqgkn	0.0	1.0	0.0
5870243013	@miraclelaurie lucky on the clothing, i don't believe it's so lucky on the lunch. more bird flu-y.	0.0	1.0	1.0
5870927213	score! getting the swine flu shot tmrw for me, tommy and jack..	1.0		1.0
5879913510	"my nose is getting blushy red its because of u the huge ""flu"""	0.0		1.0
5219203507	@donniewahlberg are you getting your swine flu shot? i can't decide what to do for me and my boys.	1.0		1.0
5866492907	is going to take a nap before resuming uds. does anyone have any tips for getting over the flu? i already have lots of dayquil in me.	0.0	1.0	1.0
5219633708	getting over the worse part of a flu virus, going to bed.  not sure if i'll be going to school tomorrow or not.	0.0	1.0	1.0
5878991313	my arm is back to normal after getting the flu shot. for a lil bit, i thought i was going resident evil.	1.0	1.0	1.0
5221016506	feels like crap, think im getting sick, hope its just the flu and nothing more...	0.0		1.0
5204275808	my daughter has developed the flu so i'm home with her.  i'm thinking of putting on 'star wars' so i can make a joke about r2d2h1n1.	0.0	1.0	0.0
5205112313	steping outside house to go for a lil drive with dad. one small drive for me. one giant drive for getting over the flu.	0.0	1.0	1.0
5205706701	everyone's getting sick...the flu/seasonal cold is going around the office... r you getting the #vaccine  for the #flu or #h1n1?	0.0	1.0	0.0
5208629604	not feeling well...  i hope i am not getting the flu.  went home early, and not allowed back for the rest of the week.  work from home then.	0.0	1.0	1.0
5216391810	"sitting on the couch, watching ""it's the great pumpkin charlie brown,"" afraid i have flu-like symptoms."	0.0	1.0	1.0
5205453612	in bed bad flu.. my insane schedule has finally caught up with me. getting tons of website/ computer work done	0.0	1.0	1.0
5880114206	going to bed thinking of how much #ihatethestampeders ..... and the flu	0.0		1.0
5209378408	"getting roger's ""flu"""	0.0		1.0
4484878608	drinking my apple cinnamon thera-flu getting ready to be knocked out. trying to stay on top of this bug before it grows.	0.0	1.0	1.0
5885442313	@sarahmaginnis yes. both my girls have already had it and it was very mild - just a high temp for 1-2 days. would be worried if flu....	0.0	1.0	1.0
5206905108	everyone in theatre is getting swine flu :/ doctor's for my smart pills soon	0.0	1.0	0.0
5205575206	is getting sprung today :) flu neg, but has to start antibx. feeling better & can't wait to get home. thank you lord!	1.0	1.0	1.0
5876040709	sat next to napolean dynamite in line to get flu shot. gosh! a little boy's only concern is if mcdonald's will be open when we're done.	1.0		1.0
5209419312	getting over swine flu!!!	0.0		1.0
5209429905	i'm worried about kiley. - she’s got serious swine flu. same with my cousin jenny. http://tumblr.com/xl53q1f2f	0.0		0.0
5221186800	not feeling the greatest thinking i should call the doc tomorrow  it is not the flu don't worrie	1.0		1.0
5212733014	@endlessprattle is your workplace really quiet?the hospital was quiet but we're actually getting people with swine flu admitted.getting bad.	0.0	1.0	1.0
4646151808	got my flu shot ..but getting sick..boo boo!!! ... http://lnk.ms/1m1ll	1.0	1.0	1.0
5845998712	@trina_in_ri i will be ur friend as long as u keep the bird flu to urself!!!!!!	0.0	1.0	0.0
5836176911	feels like i'm getting the flu.	0.0	1.0	1.0
5197024500	i'm worried about the h1nword flu.	1.0		1.0
5191775303	hopefully it is a virus that will pass quickly! they've ruled out rsv, pneumonia & regular flu. those are the 3 i was really worried about.	1.0		1.0
5200836607	ouch...i'm sore all over, i fear it's the flu. on a brighter note, i now officially luuuurve toastie bags!	0.0		1.0
4649338814	im getting a flu shot tomorrow at work.. its like planning ahead of time to be sick. tminus mmmm 3 days	1.0		1.0
3843561013	@chriss_yst i've been so worried about her. don't think holly should get tamiflu as she's been so ill in past.think i probably had swine flu	0.0	1.0	1.0
3843561013	@chriss_yst i've been so worried about her. don't think holly should get tamiflu as she's been so ill in past.think i probably had swine flu	0.0	1.0	0.0
5857438904	got swine flu! feel dreadful. getting prepared to get back into writing my books, and starting a new ruplican petition. i want a democracy!	0.0	1.0	1.0
3856794710	everyone has been getting sick. were all getting the swine flu :d haha	0.0	1.0	0.0
5839211205	getting the stomach flu is a great way to catch up on your vomiting. thank you to my good friends who bring me my prescription ginger ale.	0.0		1.0
5204048511	getting sick. woke up with a sore throat and stuffy nose. i'll take anything but the swine flu!	0.0		1.0
5829283505	mom had the swine flu recently. she's getting over that, but her copd is giving her a rough time. hopefully she can be able to walk & breath	0.0	1.0	0.0
5193513505	remember a bit back when i joked about getting the swine flu? there is a good chance i (and the whole family) did.  no biggie thankfully.	0.0		1.0
5849301300	slowly getting the vocals back in shape after being sick from a bad cold (might have been a mild case of swine flu).	0.0	1.0	1.0
4346136100	@liejohns please stop saying stuff about the swine flu!!! it's getting old!!! i love you and hope your feeling well!	0.0		0.0
5836076806	i can't believe it, but i think i'm getting sick again. i've had more colds / flu bouts this year than i can ever remember having!	0.0	1.0	1.0
5837790609	@peachy4pm i'm not sure you do, because that's bound to be bird flu. it's all madness. wish her well from me. r	0.0		0.0
5838043712	im getting my hair done :] i have swine flu ):	0.0		1.0
5188069404	i'm getting sick, hope i don't get swine flu.	0.0		1.0
5835732112	@jencaseysmith shut up! seriously? hope you're not getting swine flu! maybe we should go to the hospital then!	0.0	1.0	0.0
5849236502	must be getting over the flu. just got an erection for the first time in several days. zombie penis lives!!!	0.0	1.0	1.0
5828520003	health progressively getting worse. hope i don't have the mexican flu!	0.0	1.0	1.0
5825225002	@superbadvixen u better take care of urself, go to the doctors...these flu and stuff is getting serious.	0.0		0.0
4644165306	@y0summer uh oh. sickness sucks. it is flu season isn't it? ugh. texas is great but i'm being lazy and getting fat. lol	0.0	1.0	1.0
5187862602	ugh why dont this flu just go away? i started getting better now its coming back..	0.0	1.0	1.0
5200537408	i am getting worse and worse every minute i can't really even move :/ i could have swine flu :o i have all the symptms, but i'm fighting it	0.0		1.0
4348879100	@saramaria i'm just getting over being so sick, i think i had or have the flu :(	0.0	1.0	1.0
5187188011	in other news, i'm really scared of swine flu.	1.0	1.0	1.0
3845813414	yeah, so, according to my ra, we are all getting swine flu. thanks that boost, anand.	0.0	1.0	1.0
3845813414	yeah, so, according to my ra, we are all getting swine flu. thanks that boost, anand.	1.0	1.0	1.0
5203000803	no one is in the office because they're all getting flu shots. i'm going to mexico on friday and am the only one not getting one. huh	1.0		0.0
5191084204	maybe getting the swine flu. neighbor has it. not scared.	0.0		1.0
5192310514	my daughter has the flu, and i think i'm getting it too. oh no!	0.0		0.0
5203879606	don't feel great. wondering if it's swine flu, bird flu or rockin' pneumonia/boogie-woogie flu.	0.0		1.0
5824965912	@ann_run hi ann - thanks for asking! yep, stomach flu, getting a bit better today though. commuting has been a pain in the *** this week:)	0.0	1.0	1.0
4351297602	think i wld get extra credit in my health policy class for getting arrested trying to get the flu shot?	1.0	0.0	1.0
5859326813	three weeks, still coughing but getting better. nasty flu coupled with bronchitis.	0.0	1.0	1.0
5192715610	getting sick :( i hope im not getting the flu.	0.0		1.0
5846715906	i think i'm finally getting over this damn flu. me too liv. me too! #svu #svulive	0.0		1.0
5850582214	7 darn good reasons you need not fear the swine flu: http://sn.im/tartp (via @chriscade)	1.0		0.0
5822355001	it took three weeks but i still could not recover from the shwine flu. we - all the family is ill!!! damn this is getting boring...	0.0		1.0
5201362610	trying to hunt down local flu-shot clinic - wow, it's just not out there yet, is it? makes me nervous, cuz i've gotten flu in early-nov b4.	1.0	1.0	1.0
5822310400	@shadysamir i have a cold too (or maybe flu) uh oh i am worried about my self! :s	0.0		1.0
5827369804	feels like he is getting the flu.   :(	0.0	1.0	1.0
5832626803	amen rt @fredshadian: 7 darn good reasons you need not fear the swine flu: http://sn.im/tartp (via @chriscade)	1.0	1.0	0.0
5834067313	@alyssa_milano the is good tweetment for me - i think i have the bird flu.	1.0	1.0	1.0
5192907200	@viviana_ no prob. being sick is awful. hopefully you are not having an allergic reaction from that flu shot. are you getting the h1n1 too?	1.0		0.0
5193057506	flu season is getting closer.  flu shots will be given.  sore arms go along with the prevention of the flu.	1.0		0.0
5192017210	feeling like death... had my swine flu shoots yesterday and now feel worse than ever! wtf! thinking bed sounds perfect right about now.	1.0		1.0
5845237909	@traceymmm i think i'll be okay, i'm just getting over this flu bug & it's trying to kill me.  but, i'm winning!	0.0	1.0	1.0
5830880211	i hate getting flu!! my nose's clogged and i can hardly breathe!!..	0.0	1.0	1.0
5198251309	got sick with the swine flu over the weekend.....it was so much fun.....just getting better	0.0		1.0
5201439810	tessa has the swine flu. luckily not much worse than a cough and on/off fever.  getting better!  time feels weird. been outta work 2 days.	0.0	1.0	0.0
5203287200	"@herbadmother not what anxious fathers like to read either. 12 year old son is home sick with ""the flu and a cold"", according to his doc. :p"	0.0	1.0	0.0
5834222709	rt @undagroundmilli @kenyabell hi kenya.  i just got over a little flu bug.  hope you're not getting sick.	0.0	1.0	1.0
4347695306	rt @pricedoc heart patients who catch the flu have more to worry about s http://ow.ly/qpxp &lt;- my 6 yr old sever pulm. valve regurg and rvh	1.0	1.0	0.0
5192265303	@daubu but i want it to be swine flu!! that way i don't have to worry about it anymore! haha thank you. :)	0.0		1.0
5190973602	"@mollytics i vote for ""try to sleep"". i'm convinced that not getting enough rest during past few weeks is part of why i have swine flu now."	0.0		1.0
5844685800	sitting with the twitter bird thinking about swine flu.	1.0	1.0	1.0
4651102601	i've been on the brink of getting a cold for over a week now. teetering on the edge of the relegation zone into division flu.	0.0	1.0	1.0
5173240310	@seriouslysteve i think im getting the flu :/	0.0	1.0	1.0
5807039210	@readhead504 thanks! yeah, very excited. more excited right now that i'm getting well after the flu. i'm too on prednisone. yuck.	0.0		1.0
5178451909	girly girl is getting better...darn flu. http://sml.vg/yu0vqb	0.0		1.0
5811780706	@iemelem he has a respiratory thing, but no fever. so i'm thinking it's his asthma, not flu. thanks for the good thoughts.	1.0		1.0
5728815605	i think im getting the flu =(((	0.0		1.0
5820330308	@pattic14 have you heard anything about her husband ray? he also had swine flu before she caught it. i'm worried :(	0.0	1.0	0.0
5177687603	i feel a little under the weather today !! i hope i'm not getting the flu ?or maybe because it's monday !!	0.0		1.0
5179098105	i've been sick 4 a week. now i'm getting better. i hope it's not a swine flu that the world is trying 2 find the way 2 stop its spread.	0.0		1.0
5725346212	is getting over some kind of flu-type thing...	0.0		1.0
5179876208	anyone else terrified of getting the swine flu??	1.0		1.0
4314993109	hubby's home w/the flu :-( i'm bringing him groceries and getting the heck outta there! #fb	0.0	1.0	0.0
5185437104	@rootsology  ok,  getting over the flu.	0.0		1.0
5175698310	hiding from code enforcement. nap and getting checked out for the pig flu http://myloc.me/1ctf5	1.0		1.0
5181256314	hey just getting ready to get the flu shot. http://pic.gd/250085	1.0		1.0
5179906511	unfortunatly i do have swine flu but im getting better xxx	0.0		1.0
5177812113	not feeling so hot, i hope i am not getting the flu	0.0		1.0
5173188810	in bed with flu today, meditating on god's attributes in mary's song-luke 1:46-55. thought: replace worry with worship-creator of universe!	0.0	1.0	1.0
5179167100	bird flu swine flu what&#39;s next?	1.0		1.0
5743188911	flu, flu, flu how do you do? is it swine or is it bird and my dear head why do you hurt? sage tea overdose. cheerio	0.0	1.0	1.0
5730242414	at home getting over this crappy flu...	0.0		1.0
5184759810	rt @mercola:avoid getting flu by not smoking. it dries out nasal passages & paralyzes cilia,the small hairs that helps.. http://bit.ly/l53gx	1.0	1.0	0.0
3724185108	everyone is fighting and screaming and to top it off im sick! im scared that it might b swine flu!	0.0	1.0	1.0
4315036105	anyone who has flu like symptoms, i'm quarantine'n ya'lls asses! i'm a firm believer in not getting swine flu, or any flu for that fact!	0.0		1.0
5183844708	@musicsnob7 there was no wait at bg when we went.. of course i paid for it by getting the flu *cough cough*	0.0		1.0
5183977712	life is so flipping unfair.  i'm not even done getting over the swine flu, and i'm coming down with a cold!!! :(	0.0		1.0
5173776614	is almost flu free today.   feeling much better and am looking forward to getting back to work.  never slept so much in 3 days.	0.0	1.0	1.0
5812752001	getting over the flu:(	0.0		1.0
4588961512	thought i was shaking this flu thing, but now it's back for revenge! don't worry, i've not yet begun to fight!	0.0	1.0	1.0
5178940214	got a hideous feeling i'm getting flu. am self-medicating with dozens of virgin marys, but fear i'm going to need something stronger...	0.0		1.0
5725722505	i'm terrified of swine flu. i'm giving elbow fives. any thoughts?	1.0		1.0
5176835414	i can feel my throat getting scratchy as we speak! is it flu time? oh yes... i think it's flu time. o_o	0.0		1.0
5719706012	@kainz_uk good thinking, are you still ill, not pig flu was it?	0.0		1.0
5183982502	"alright, this flu-like ""bug"" is rocking me again...bones hurt and my internal temp is all mussed up. getting my eyes away from this..for tv!"	0.0		1.0
5723077010	watching modern family on hulu.... this show is growing on me...  getting over swine flu or whatever type of flu i have	0.0		1.0
5181480309	nose swabbing and getting blooddrawn...thank you flu season!	0.0		1.0
5729956806	hoping those i'm praying for with the flu r getting better quick.thankful for the improvement in marty clairmont.	0.0		0.0
5729914705	man i was gonna go to a party but no i had to get sick damn!!!!!!!! and i'm scared i might get the swine flu	1.0		1.0
5173587614	my colds and flu are getting worst.. going to seek medical attention right now.	0.0	1.0	1.0
5742412911	setting foot outside for the first time since getting the flu.	0.0	1.0	1.0
5722748906	calling for medical advice. verdict already in though: tonsillitis (& getting flu treatment just in case).  http://twitpic.com/pk2q0	0.0		1.0
5175269302	@janus_dc pooh on flu! i'm glad he's getting better. maybe now you and @gatr_girl need to get together at a concert? heh.	0.0		0.0
5186968402	@lilrhody omg, so sorry to hear that. was it swine flu? my oldest is 12, every sniffle she has makes me nervous!	0.0		0.0
4312408511	i'm sick :/ and there's swine flu @ school! i'm scared!	0.0		0.0
4312408511	i'm sick :/ and there's swine flu @ school! i'm scared!	0.0		1.0
5174711313	@woobydooby  i feel bad for he but i agree w/ you. there just seems to be more to the story. i hope ppl aren't afraid to get flu shot now	1.0		0.0
5182763013	i have the swine flu. have had it since thursday. you don't want it. it feels, as i imagine, like death. but i'm getting better now! :-)	0.0	1.0	1.0
3720343307	think i'm getting flu. hurt all over and have sore throat. boo!	0.0	1.0	1.0
5178355401	think i'm getting the flu.	0.0		1.0
4585523300	don't be so afraid of the flu this year.  i caught it in europe.  used my germ blaster and germ shield and everything was fine.	0.0	1.0	1.0
5185397405	@hannajaneprice oh no! how you feeling? i'm just getting over a bout of the flu, not sure if it was the dreaded swine though!!!	0.0		1.0
5732352405	thinks he's getting the flu :(	0.0		1.0
5733735608	getting flu with a million uni projects to do = not fun d:	0.0	1.0	1.0
5818756209	dammit i hate getting the flu... i wonder if i should get drunk and burn the germs with alcohol... someone needs to prove the theory...	0.0	1.0	1.0
4585345111	i am getting realy sick...i guess it's flu =s	0.0	1.0	1.0
5186899213	my youngster called earlier. @college sick w/a bad cold getting testesd. i pray its not the swine flu. so i won't be on tweetin' till i kno.	0.0		0.0
4578427806	rt @coachcharrise: ok now i have the bird. ( oh no!,it's worse than the swine flu! ha! lcw)	0.0	1.0	1.0
5181381002	ooooh, i'm thinking riding the bus home wasn't a smart idea in flu season, before vacation, w/o hand sanitizer. dratted coughing kid! #fb	0.0		0.0
5809221008	@labelmebxtchy im scared i may b gettin symptoms of the flu :(	0.0		1.0
5817271000	had the swine flu! :o but better now. loving bad romance vid @ladygaga :) getting ready for new moon, just like every other teenage girl. ha	0.0		1.0
5184372901	215 kids adbsent from my school today 45 went home early and 14 teachers are out. this swine flu thing is really getting out of control!	0.0	1.0	0.0
5175597208	if anyone is still following me, i an getting a bit better now. been knocked out with a good dose of the flu.	0.0		1.0
5806488110	@tenthmuse oh, and you're probably getting flu bc the vaccine doesn't protect against all flu, just one strain (obvs. not the one you got!)	0.0		0.0
5149157411	hubby might have swine flu. soo scared!!	0.0	1.0	0.0
5155437003	damn i'm tired....being lazy just drains me that and getting over pig flu. hee http://myloc.me/1bifl	0.0		1.0
5695750111	still getting over the flu!!!	0.0	1.0	1.0
5692723907	rt @arseylayer: mad cow, bird flu, swine flu...it's bloody farmageddon	1.0		0.0
5161232501	afraid teacup human has the piggy flu.	0.0		0.0
4372147007	@neoyiling we had sex on the beach in full view of others :p what's the software called? anyway how's your flu? getting better?	0.0	1.0	0.0
5155917602	getting a sore throat. hope im not getting sick or worse swine flu.	0.0		1.0
5155447600	@af3lmike you feeling better, mike? i feel for anybody getting flu-like symptoms...	0.0		0.0
5168732301	people are getting flu. and so am i. i'm feeling it right now.. hope i can survive the flu while keep working *if i really got hit by d flu*	0.0	1.0	1.0
5160758403	thanks all for concern. her mom has her at children's mercy. temp 102.6 w/motrin. never got over flu 2 weeks ago. more when i hear more	0.0		0.0
5162257807	made  mistake of thinking about how i was impressed that alexis hadn't yet gotten sick, despite the flu outbreak at daycare. thinking=fever.	0.0		0.0
5166196013	@imjust_sayin sympthoms of the flu!!! this shyt is for the birds *cues bird call*	0.0	1.0	0.0
5690730307	hello! contrary to worry  i have not passed away with swine flu. still grim but not as grim. thanks for the #ff's. hear new curb is great.	0.0	1.0	1.0
5691148112	so...my youngest niece has swine flu! i'm getting all the gory details. yes, she's fine. staying at home and taking it easy.	0.0		0.0
5173077903	talking with students--still, no one seems to care that they might make other people sick with flu. they are just afraid of missing work.	1.0		1.0
5170372713	got the flu after getting the flu shot. wassup with that?	0.0	1.0	1.0
5152020410	gah getting a chest cold or swine flu	0.0	1.0	1.0
5688712807	so the topic of the day will be what do u guys think about the swine flu shot?? and will u be getting urs and why or why not?? hit me up	1.0		1.0
5714475911	@alexalltimelow late, but i'm just getting over that flu thing. i hope you feel better!	0.0		1.0
5713314803	i am getting a cold.. hope that it is not that dreaded flu... no time in my  life for that.. will take nasal salt treatments  and vit c	1.0		1.0
5143703509	obama declaring the 2009 h1n1 swine flu a national emergency has got me a bit worried...	1.0		0.0
5158250000	@dariusamore i'm good. just getting over a mild case of the flu. how are u?	0.0		1.0
5709428206	big wedding today and dc tomorrow for 2 days on business...and i feel like i may be getting the stomach flu. oh no! any remedies?	0.0	1.0	1.0
5167279413	worried like n e parent should b. poor conman has the flu. we r watching him round the clock and keeping the medz a ... http://lnk.ms/4bcwq	0.0		0.0
5716338411	i think i'm getting the flu or something... :-( oh please nooooooo....	0.0	1.0	1.0
5151835000	had severe flu this past week, finally getting over it now thank goodness!!	0.0		1.0
5712627512	@martinjohnson ack did you end up getting the flu?	0.0		0.0
5711418702	@eninarothe yup followed quickly by bronchitis. still getting over the cough.  thanks sweetie! it's the flu 2 get this season though. *hugs*	0.0		1.0
5714524207	johnny bench refused to shake any hands at the mab show because he said he was worried about swine flu.	1.0		0.0
5706666709	seems gabor is getting well-prepared for podcrawl next weekend. rt @gaborelectric: swine flu jab this morning.	1.0		1.0
